,序号,ID,姓名,所属公司ID,所属公司,基金ID,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
2507,2508,30136174,邹德立,80000239,长城基金,"000615,000861,004568,004972,004973,007194,007195,010051,200003,200103","长城工资宝货币A,长城货币E,长城工资宝货币B,长城收益宝货币A,长城收益宝货币B,长城短债债券A,长城短债债券C,长城工资宝货币C,长城货币A,长城货币B",3856,1129.27,41.36
2508,2509,30686347,赵鼎龙,80041198,天弘基金,"002794,007295,007296,009510,009610,010803,010804,011656,011657,013585,013586,015459,164210,420001,420002,420102","天弘永利债券E,天弘安益债券A,天弘安益债券C,天弘同利债券(LOF)E,天弘永利债券C,天弘庆享债券A,天弘庆享债券C,天弘京津冀发起债A,天弘京津冀发起债C,天弘齐享债券发起A,天弘齐享债券发起C,天弘精选混合C,天弘同利债券(LOF)C,天弘精选混合A,天弘永利债券A,天弘永利债券B",907,433.95,26.93
2509,2510,30414608,赵大年,80048088,光大保德信基金管理,"004457,011231,011232,360001","光大多策略智选18个月混合,光大锦弘混合A,光大锦弘混合C,光大量化股票",1034,22.03,-3.83
2510,2511,30762267,周丹娜,80000238,泰达宏利基金,"000700,001894,001895,162206","泰达宏利货币B,泰达宏利活期友货币A,泰达宏利活期友货币B,泰达宏利货币A",29,40.23,0.18
2511,2512,30134062,周大鹏,80000235,银华基金,"006119,006339,008201,159769,159959,512380","银华中证央企结构调整ETF联接,银华MSCI中国A股联接A,银华MSCI中国A股联接C,银华中证消费电子主题ETF,银华中证央企结构调整ETF,银华MSCI中国A股ETF",3879,28.38,28.26
2512,2513,30477247,张东一,80000248,广发基金,"000167,001764,006136,006671,009119,009120,010377,010378,011430,011908,011909,012182,012183","广发聚优灵活配置混合A,广发沪港深新机遇股票,广发估值优势混合A,广发消费升级股票,广发品质回报混合A,广发品质回报混合C,广发价值核心混合A,广发价值核心混合C,广发估值优势混合C,广发沪港深价值精选混合A,广发沪港深价值精选混合C,广发沪港深精选混合A,广发沪港深精选混合C",2114,72.25,86.96
2513,2514,30674697,张大铮,80175498,英大基金,"001270,001271,001607,001608,008242,008243,009298,009299,009770,010174,010175,012352,012353,012381,012521,012522,013543,013587,650001,650002","英大灵活配置混合型发起式A,英大灵活配置混合型发起式B,英大策略优选A,英大策略优选C,英大通盈纯债债券A,英大通盈纯债债券C,英大安惠纯债A,英大安惠纯债C,英大安鑫66个月定期开放债券,英大智享债券A,英大智享债券C,英大通惠多利债券A,英大通惠多利债券C,英大通盈纯债债券E,英大稳固增强核心一年持有混合A,英大稳固增强核心一年持有混合C,英大安惠纯债E,英大纯债债券E,英大纯债债券A,英大纯债债券C",855,247.63,44.04
2514,2515,30426918,周恩源,80168726,平安基金,"004632,004825,006932,006933,007158,008690,008691,008692,009053,009227,009228,009229,013765,013766,013864,013865,014081,014082","平安合意定开债发起式,平安惠泽纯债,平安0-3年政策性金融债A,平安0-3年政策性金融债C,平安合盛定开债,平安增利六个月定开债A,平安增利六个月定开债C,平安增利六个月定开债E,平安合庆定开债,平安增鑫六个月定开债A,平安增鑫六个月定开债C,平安增鑫六个月定开债E,平安恒泰1年持有混合A,平安恒泰1年持有混合C,平安元泓30天滚动持有短债A,平安元泓30天滚动持有短债C,平安中债1-3年国开债指数A,平安中债1-3年国开债指数C",1753,134.04,11.7
2515,2516,30040521,赵枫,80672691,睿远基金,"008969,008970","睿远均衡价值三年持有混合A,睿远均衡价值三年持有混合C",2717,141.91,25.17
2516,2517,30070935,张峰,80000221,富国基金,"005847,007139,007455,010583,010591,011117,011556,012060,012061,012062,013989,013990,100061","富国沪港深业绩驱动混合型A,富国民裕进取沪港深成长A,富国蓝筹精选股票(QDII)人民币,富国蓝筹精选股票(QDII)美元,富国中国中小盘混合(QDII)美元,富国沪港深业绩驱动混合型C,富国民裕进取沪港深成长C,富国全球消费精选混合(QDII)人民币A,富国全球消费精选混合(QDII)美元,富国全球消费精选混合(QDII)人民币C,富国沪港深优质资产混合发起式A,富国沪港深优质资产混合发起式C,富国中国中小盘混合(QDII)人民币",4046,107.3,185.25
2517,2518,30170272,张锋,80145102,东方红资产管理,"010059,010443,011724,910004,910009","东方红鼎元3个月定开混合,东方红启程三年持有混合B,东方红启恒三年持有混合B,东方红启恒三年持有混合A,东方红启程三年持有混合A",596,154.29,-8.17
2518,2519,30342503,赵菲,80341238,中融基金,"005569,005570,006743,006744,007885,007886,008848,159965,168203,168204,168205,515550","中融智选红利股票A,中融智选红利股票C,中融央视财经50ETF联接A,中融央视财经50ETF联接C,中融中证500ETF联接A,中融中证500ETF联接C,中融智选对冲3个月定开混合,中融央视财经50ETF,中融国证钢铁行业指数(LOF),中融中证煤炭指数(LOF),中融中证银行指数(LOF),中融中证500ETF",2553,18.66,22.73
2519,2520,30369141,张峰,80092233,农银汇理基金,"000127,002189,008819,010347,660010","农银行业领先混合,农银汇理国企改革混合,农银汇理策略趋势混合,农银策略收益一年持有混合,农银策略精选混合",2427,104.95,150.5
2520,2521,30500903,周飞,80000222,华夏基金,"001057,001058,001077,001078,001929,001930,288101,288201,519800,519801","华夏理财30天债券A,华夏理财30天债券B,华夏现金宝货币A,华夏现金宝货币B,华夏收益宝货币A,华夏收益宝货币B,华夏货币A,华夏货币B,华夏保证金货币A,华夏保证金货币B",2028,841.84,17.91
2521,2522,30516948,张帆,80000222,华夏基金,"002229,006868,010305,010306,010680,010681","华夏经济转型股票,华夏科技成长股票,华夏创新驱动混合A,华夏创新驱动混合C,华夏新兴成长股票A,华夏新兴成长股票C",1950,101.3,89.02
2522,2523,30722031,张放,80000250,华宝基金,"012811,013447,013448,013480,013481,501086,516560,516700,516800","华宝MSCI中国A股国际通(LOF)C,华宝中证智能制造主题ETF发起式联接A,华宝中证智能制造主题ETF发起式联接C,华宝国证治理指数发起A,华宝国证治理指数发起C,华宝MSCI中国A股国际通(LOF)A,华宝中证养老产业ETF,华宝大数据ETF,华宝中证智能制造ETF",466,4.75,-14.93
2523,2524,30571509,赵凤飞,80000239,长城基金,"001255,012793,506008","长城改革红利混合,长城科创两年定开混合C,长城科创两年定开混合A",1524,4.86,17.91
2524,2525,30141893,张富盛,80000221,富国基金,010109,富国价值增长混合,1420,13.41,-15.54
2525,2526,30045022,曾刚,80000248,广发基金,"002636,002637,012029,012030,012330,012331,012661,012662,013184,013185,013628,013629,013967,013968","广发集裕债券A,广发集裕债券C,广发恒鑫一年持有期混合A,广发恒鑫一年持有期混合C,广发集优9个月持有期债券A,广发集优9个月持有期债券C,广发恒益一年持有期混合A,广发恒益一年持有期混合C,广发恒阳一年持有混合A,广发恒阳一年持有混合C,广发集悦债券A,广发集悦债券C,广发恒享一年持有期混合A,广发恒享一年持有期混合C",4800,306.2,4.5
2526,2527,30045198,曾国富,80074234,信达澳亚基金管理,"012079,012223,012224,013495,013496,610004,610006","信达澳银新能源精选混合,信达澳银成长精选混合A,信达澳银成长精选混合C,信达澳银产业优选一年持有混合A,信达澳银产业优选一年持有混合C,信达澳银中小盘混合,信达澳银产业升级混合",4675,73.26,111.92
2527,2528,30717295,赵国进,80000236,宝盈基金,"000241,000698,010383,010384,213006,213008","宝盈核心优势混合C,宝盈科技30混合,宝盈基础产业混合A,宝盈基础产业混合C,宝盈核心优势混合A,宝盈资源优选混合",545,36.49,-3.99
2528,2529,30038356,占冠良,80163340,安信基金,009460,安信禧悦稳健养老一年持有混合(FOF),2437,0.5,7.73
2529,2530,30040542,朱国庆,80522693,鹏扬基金,"011837,011838,013575,013576","鹏扬中国优质成长混合A,鹏扬中国优质成长混合C,鹏扬品质精选混合A,鹏扬品质精选混合C",2864,12.96,0.88
2530,2531,30658565,章鸽武,80036782,招商基金,"006861,006862,007660,011214,011215,012037","招商和悦稳健养老(FOF)A,招商和悦稳健养老(FOF)C,招商和悦均衡养老三年(FOF),招商惠润一年定开混合发起式(MOM)A,招商惠润一年定开混合发起式(MOM)C,招商和惠养老目标2040三年持有期混合(FOF)",1110,41.8,25.07
2531,2532,30588920,赵国英,80000223,嘉实基金,"006450,006841,007529,007530,007879,009600,014392,070025,070026","嘉实致盈债券,嘉实致享纯债债券,嘉实汇鑫中短债A,嘉实汇鑫中短债C,嘉实致安3个月定期债券,嘉实安泽一年定开债纯债,嘉实致乾纯债债券,嘉实信用债券A,嘉实信用债券C",826,218.08,1.55
2532,2533,30057541,钟光正,80163340,安信基金,"003026,003027,003030,003031,005271,005272,005479,005678,006839,006840,007099,010053,010819,010820,012161,012162","安信新价值混合A,安信新价值混合C,安信新目标混合A,安信新目标混合C,安信恒利增强债券A,安信恒利增强债券C,安信永泰定开债发起式,安信尊享添益债券A,安信聚利增强债券A,安信聚利增强债券C,安信尊享添益债券C,安信聚利增强债券B,安信稳健回报6个月混合A,安信稳健回报6个月混合C,安信招信一年持有混合A,安信招信一年持有混合C",3940,36.69,30.0
2533,2534,30063842,朱红,80068180,诺德基金,"005674,010878,571002","诺德消费升级混合,诺德优势产业,诺德灵活配置混合",2961,2.88,159.47
2534,2535,30201042,张弘,80066470,中信保诚基金,"013141,014335,165516","中信保诚弘远混合,信诚周期轮动混合(LOF)C,信诚周期轮动混合(LOF)A",1320,40.72,56.82
2535,2536,30201905,张慧,80055334,华泰柏瑞基金,"000566,000967,007968,008373,008374,009636,010028,010291,011454,013431,013432,013847,013848","华泰柏瑞创新升级混合A,华泰柏瑞创新动力混合,华泰柏瑞研究精选A,华泰柏瑞景气回报A,华泰柏瑞景气回报C,华泰柏瑞景气优选A,华泰柏瑞创新升级混合C,华泰柏瑞研究精选C,华泰柏瑞景气优选C,华泰柏瑞景气汇选三年持有期混合A,华泰柏瑞景气汇选三年持有期混合C,华泰柏瑞匠心汇选混合A,华泰柏瑞匠心汇选混合C",3158,57.63,329.89
2536,2537,30304584,张惠,80037023,华富基金,"000028,001086,001087,001466,001467,002280,002412,002728,002729,003182,003183,005291,005292,009584","华富安鑫债券,华富恒利债券A,华富恒利债券C,华富永鑫灵活配置混合A,华富永鑫灵活配置混合C,华富安享债券,华富安福债券,华富益鑫灵活配置混合A,华富益鑫灵活配置混合C,华富弘鑫混合A,华富弘鑫混合C,华富星玉衡混合A,华富星玉衡混合C,华富63个月定期开放债券",2729,88.24,61.43
2537,2538,30302523,章恒,80000240,万家基金,"519190,519198","万家双利债券,万家颐和灵活配置混合",1171,2.53,75.52
2538,2539,30350674,章晖,80000220,南方基金,"000527,001053,005742,006590,008264,008265,010357,010358,012314","南方新优享灵活配置混合A,南方创新经济,南方成安优选混合,南方新优享灵活配置混合C,南方ESG股票A,南方ESG股票C,南方阿尔法混合A,南方阿尔法混合C,南方行业领先混合",2539,176.25,90.56
2539,2540,30414345,赵慧,80351991,鑫元基金,"000483,000484,000694,001526,001527,002442,005446,006754,007559,008864,008865,009395,014005,014882,014883,015308","鑫元货币A,鑫元货币B,鑫元鸿利债券A,鑫元安鑫宝货币A,鑫元安鑫宝货币B,鑫元汇利债券,鑫元广利定开债发起式,鑫元悦利定开债发起式,鑫元富利三个月定期开放债,鑫元中短债A,鑫元中短债C,鑫元安鑫回报混合A,鑫元鸿利债券D,鑫元悦享60天滚动持有中短债A,鑫元悦享60天滚动持有中短债C,鑫元安鑫回报混合D",2309,429.15,26.53
2540,2541,30514525,张昊,80043374,国联安基金,"012807,013672,013673,014636,014637,162511,253020,253021","国联安恒鑫3个月定开债,国联安恒悦90天持有债券A,国联安恒悦90天持有债券C,国联安中短债债券A,国联安中短债债券C,国联安双佳信用债券(LOF),国联安增利债券A,国联安增利债券B",411,25.58,4.36
2541,2542,30552205,曾鸿,80055334,华泰柏瑞基金,002804,华泰柏瑞量化对冲,1714,0.41,17.15
2542,2543,30517949,周户,80355113,中信建投基金,"000804,003308,004635,006844","中信建投稳利混合A,中信建投睿利A,中信建投睿利C,中信建投稳利混合C",1931,0.6,16.46
2543,2544,30567188,张恒,80168726,平安基金,"002795,005127,006889,006997,009403,009721,009722,010240,010241,010242,010243,011761,011762,012931,012932","平安惠盈纯债A,平安合正定开债,平安惠鸿纯债债券,平安惠添纯债债券,平安惠盈纯债C,平安中债1-5年政策性金融债A,平安中债1-5年政策性金融债C,平安季季享3个月持有债券A,平安季季享3个月持有债券C,平安稳健增长混合A,平安稳健增长混合C,平安鑫瑞混合A,平安鑫瑞混合C,平安双季盈6个月持有债券A,平安双季盈6个月持有债券C",1583,115.09,22.62
2544,2545,30664052,张航,80102419,国金基金,"009762,010249,010250,010375,010376,010615,010616,012198,012199,012387,012388,013818,013819,014818,014819,762001","国金国鑫发起C,国金惠诚债券A,国金惠诚债券C,国金鑫悦经济新动能A,国金鑫悦经济新动能C,国金自主创新混合A,国金自主创新混合C,国金核心资产一年持有A,国金核心资产一年持有C,国金ESG持续增长混合A,国金ESG持续增长混合C,国金成长领先混合A,国金成长领先混合C,国金新兴价值混合A,国金新兴价值混合C,国金国鑫发起A",1120,17.67,30.69
2545,2546,30685819,张弘,80000226,博时基金,"011895,012086,012087,050026","博时医疗保健行业混合C,博时健康生活混合A,博时健康生活混合C,博时医疗保健行业混合A",795,47.77,-10.11
2546,2547,30702095,周桓,80341238,中融基金,"014090,014091","中融添益进取3个月持有混合发起(FOF)A,中融添益进取3个月持有混合发起(FOF)C",531,0.42,-24.04
2547,2548,30716586,邹慧,80280395,兴业基金,"010460,013049,013050","兴业研究精选混合,兴业能源革新股票A,兴业能源革新股票C",531,12.21,8.86
2548,2549,30722510,朱昊,80000243,长信基金,"007863,008071,519951","长信利泰灵活配置混合C,长信利泰灵活配置混合E,长信利泰灵活配置混合A",495,0.07,5.88
2549,2550,30727117,周晖,80064225,工银瑞信基金,"000078,000079,003341,012826,012827","工银信用纯债三个月定开债A,工银信用纯债三个月定开债C,工银瑞盈18个月定开债,工银聚宁9个月持有期混合A,工银聚宁9个月持有期混合C",418,28.75,1.02
2550,2551,30742398,周宏成,80000233,国投瑞银基金,"006876,011594,014715","国投瑞银稳健养老(FOF)A,国投瑞银稳健养老(FOF)C,国投瑞银养老目标五年持有混合(FOF)",258,1.28,-4.81
2551,2552,30284340,周海栋,80053204,华商基金,"000390,001959,008488,010761,013142,013958,013959,166301,630002","华商优势行业混合,华商乐享互联灵活配置混合A,华商恒益稳健混合,华商甄选回报混合,华商乐享互联灵活配置混合C,华商鑫选回报一年持有混合A,华商鑫选回报一年持有混合C,华商新趋势优选灵活配置混合,华商盛世成长混合",2927,95.6,230.41
2552,2553,30676026,朱海东,80161341,财通基金,"000042,003184,005850,006157,010640,010641,010703,010704","财通中证ESG100指数增强A,财通中证ESG100指数增强C,财通量化价值优选混合,财通量化核心优选混合,财通稳进回报6个月持有混合A,财通稳进回报6个月持有混合C,财通智选消费股票A,财通智选消费股票C",1029,11.52,35.44
2553,2554,30142129,张华恩,80000230,鹏华基金,"008132,160607","鹏华价值驱动混合,鹏华价值优势混合(LOF)",634,19.92,-7.02
2554,2555,30721225,朱恒红,80000220,南方基金,"159747,159858,159877,202019","南方中证香港科技ETF(QDII),南方中证创新药产业ETF,南方中证全指医疗保健设备与服务ETF,南方策略优化混合",501,8.42,-9.52
2555,2556,30657091,张海静,80000222,华夏基金,"004547,004639,005213,005214,007165,007166,008349,009445,009446,010191,010192,011262,011263,013545,014480,014481,014517,014518,288102","华夏稳定双利债券A,华夏恒慧一年定开债券,华夏鼎旺三个月定开债A,华夏鼎旺三个月定开债C,华夏中债1-3年政金债指数A,华夏中债1-3年政金债指数C,华夏恒泰64个月定开债券,华夏上清所1-3年高等级国企中票A,华夏上清所1-3年高等级国企中票C,华夏鼎信债券A,华夏鼎信债券C,华夏鼎英债券A,华夏鼎英债券C,华夏卓信一年定开债券发起式,华夏鼎优债券A,华夏鼎优债券C,华夏30天滚动短债发起式A,华夏30天滚动短债发起式C,华夏稳定双利债券C",1160,233.41,11.94
2556,2557,30733014,张浩佳,80048161,东吴基金,"011949,580009","东吴多策略混合C,东吴多策略混合A",222,8.31,-5.53
2557,2558,30750447,张宏钧,80000230,鹏华基金,"011956,011957","鹏华新能源精选混合A,鹏华新能源精选混合C",178,13.4,-24.53
2558,2559,30273157,祝鸿玲,80205268,东海基金,"010794,012287,013377","东海鑫享66个月定开,东海启航6个月持有混合A,东海启航6个月持有混合C",2238,76.17,2.63
2559,2560,30536593,郑慧莲,80053708,汇添富基金,"004436,004437,006308,006309,006310,007523,007524,010298,011021,011022,012820,012993,012994,013550,013551","汇添富年年泰定开混合A,汇添富年年泰定开混合C,汇添富全球消费混合人民币A,汇添富全球消费混合人民币C,汇添富全球消费混合美元现汇,汇添富内需增长股票A,汇添富内需增长股票C,汇添富品牌驱动六个月持有混合,汇添富互联网核心资产六个月持有混合A,汇添富互联网核心资产六个月持有混合C,汇添富价值领先混合,汇添富品牌力一年持有混合A,汇添富品牌力一年持有混合C,汇添富品牌价值一年持有混合A,汇添富品牌价值一年持有混合C",1610,105.57,69.1
2560,2561,30726756,庄皓亮,80000250,华宝基金,"004480,004481,005607,005608,012798,013942,013943","华宝智慧产业混合,华宝第三产业混合A,华宝中证500增强A,华宝中证500增强C,华宝第三产业混合C,华宝中证稀有金属指数增强发起A,华宝中证稀有金属指数增强发起C",420,2.92,-9.64
2561,2562,30743645,张洪磊,80975669,华融基金,001068,华融新锐灵活配置混合,245,0.23,-5.5
2562,2563,30055544,章海默,80000080,山西证券,"009595,515570","山西证券裕盛一年定开混合,山西中证红利ETF",2314,0.7,13.86
2563,2564,30691966,曾皓明,80000230,鹏华基金,"000329,004498,004504,008951","鹏华丰饶定开债,鹏华丰源债券,鹏华永泽18个月定开债,鹏华尊裕一年定开债",803,29.29,7.71
2564,2565,30553347,朱浩然,80000231,融通基金,"000394,001941,003648,003674,006163,006206,010395,010396,161626,161627","融通通源短融债券A,融通通源短融债券B,融通通祺债券,融通通玺债券,融通增辉定开债券发起式,融通增悦债券,融通稳健添盈灵活配置混合A,融通稳健添盈灵活配置混合C,融通通福债券(LOF)A,融通通福债券(LOF)C",1705,43.81,29.44
2565,2566,30675594,张浩然,80000229,易方达基金,"007896,007897,009213,009214,012652,012653,013287,013288,161133","易方达优选多资产三个月持有混合(FOF)A,易方达优选多资产三个月持有混合(FOF)C,易方达如意安泰(FOF)A,易方达如意安泰(FOF)C,易方达优势领航六个月持有混合(FOF)A,易方达优势领航六个月持有混合(FOF)C,易方达优势价值一年持有混合(FOF)A,易方达优势价值一年持有混合(FOF)C,易方达优势回报一年混合(FOF-LOF)",761,89.2,14.81
2566,2567,30759809,张浩硕,80205268,东海基金,"002381,002382,008578,008579,009802,010794,015499","东海祥瑞A,东海祥瑞C,东海祥苏短债A,东海祥苏短债C,东海祥泰三年定开债发起式,东海鑫享66个月定开,东海祥苏短债E",62,84.88,0.86
2567,2568,30050861,张弘弢,80000222,华夏基金,"000051,002837,005658,007939,007994,007995,011612,011613,159758,510050,510330,588000","华夏沪深300ETF联接A,华夏网购精选混合A,华夏沪深300ETF联接C,华夏网购精选混合C,华夏中证500指数增强A,华夏中证500指数增强C,华夏科创板50ETF联接A,华夏科创板50ETF联接C,华夏中证红利质量ETF,华夏上证50ETF,华夏沪深300ETF,华夏上证科创板50成份ETF",4687,1142.46,89.69
2568,2569,30692362,藏海涛,80000229,易方达基金,"000265,000266,000833,005099,009212,009809","易方达恒久添利1年定开债A,易方达恒久添利1年定开债C,易方达富华纯债C,易方达富华纯债A,易方达恒茂39个月定开债券,易方达恒智63个月定开债发起式",801,187.34,9.64
2569,2570,30709887,张蕙显,80043374,国联安基金,"006152,006153,006509,006510,008880,008881,010931,010932,013670,162511","国联安增鑫纯债A,国联安增鑫纯债C,国联安增盈纯债A,国联安增盈纯债C,国联安增顺纯债A,国联安增顺纯债C,国联安鑫元1个月持有混合A,国联安鑫元1个月持有混合C,国联安恒泰3个月定开债,国联安双佳信用债券(LOF)",644,73.07,5.0
2570,2571,30072863,朱红裕,80036782,招商基金,"014412,014413","招商核心竞争力混合A,招商核心竞争力混合C",830,7.54,1.75
2571,2572,30466640,周寒颖,80000251,景顺长城基金,"000418,010671,012227,012228,262001","景顺长城成长之星股票,景顺长城大中华混合(QDII)美元,景顺长城港股通全球竞争力A,景顺长城港股通全球竞争力C,景顺长城大中华混合(QDII)人民币",2167,22.19,81.45
2572,2573,30712523,张贺章,80380794,创金合信基金,"007828,007829,011489,011490,012938,012939","创金合信信用红利债券A,创金合信信用红利债券C,创金合信双季享6个月持有A,创金合信双季享6个月持有C,创金合信尊泓债券A,创金合信尊泓债券C",608,32.02,9.52
2573,2574,30043326,张军,80050229,上投摩根基金,"003629,003630,003631,005051,005052,005613,005614,005615,006282,007280,377016,378006,378546,513890","上投摩根全球多元配置人民币,上投摩根全球多元配置美元现钞,上投摩根全球多元配置美元现汇,上投标普港股通低波红利指数A,上投标普港股通低波红利指数C,上投富时发达市场REITs,上投富时发达市场REITs美钞,上投富时发达市场REITs美汇,上投欧洲动力(QDII),上投摩根日本精选股票(QDII),上投摩根亚太优势混合,上投摩根全球新兴市场混合,上投摩根全球天然资源混合,上投摩根恒生科技ETF(QDII)",5176,49.81,38.97
2574,2575,30050207,赵杰,80000248,广发基金,"001731,001732,006020,006021,009608,009609","广发百发大数据价值混合A,广发百发大数据价值混合E,广发沪深300指数增强A,广发沪深300指数增强C,广发中证500指数增强A,广发中证500指数增强C",1411,14.75,40.58
2575,2576,30050295,左剑,80046614,中海基金,"001279,398051","中海积极增利混合,中海环保新能源混合",2554,29.6,133.7
2576,2577,30073143,詹杰,80053708,汇添富基金,"010480,519018","汇添富稳进双盈一年持有混合,汇添富均衡增长混合",1229,48.88,0.18
2577,2578,30070859,张靖,80000251,景顺长城基金,000242,景顺长城策略精选灵活配置混合,3727,20.09,194.69
2578,2579,30165688,周健,80048161,东吴基金,"002159,002561,011707,011949,012615,015153,165806,165810,580009,582003,585001","东吴国企改革主题灵活配置混合A,东吴安鑫量化混合A,东吴配置优化混合C,东吴多策略混合C,东吴国企改革主题灵活配置混合C,东吴安鑫量化混合C,东吴沪深300指数A,东吴沪深300指数C,东吴多策略混合A,东吴配置优化混合A,东吴中证新兴指数",3491,15.39,29.4
2579,2580,30200459,周晶,80000250,华宝基金,"001481,002423,006127,006355,007397,007844,008253,008254,009975,010343,010344,162411,162415,162416,501021,501301,501310,513770","华宝标普油气上游股票美元A,华宝标普美国消费美元,华宝香港中小C,华宝香港大盘C,华宝沪港深中国增强(LOF)C,华宝标普油气上游股票人民币C,华宝致远混合(QDII)A,华宝致远混合(QDII)C,华宝标普美国消费人民币C,华宝富时100(QDII)A,华宝富时100(QDII)C,华宝标普油气上游股票人民币A,华宝标普美国消费人民币A,华宝港股通恒生香港35,华宝香港中小(QDII-LOF)A,华宝香港大盘A,华宝沪港深中国增强(LOF)A,华宝中证港股通互联网ETF",3248,59.83,96.6
2580,2581,30202049,赵建,80000233,国投瑞银基金,"159933,161211,161226,161227","国投瑞银金融地产ETF,国投沪深300金融地产联接,国投瑞银白银期货(LOF),国投瑞银深证100指数",3148,19.77,28.1
2581,2582,30282522,张竞,80163340,安信基金,"005587,007243,007244,010408,010707,010708,013095,013096,750001","安信比较优势混合,安信核心竞争力混合A,安信核心竞争力混合C,安信浩盈6个月持有混合,安信平稳合盈一年持有混合A,安信平稳合盈一年持有混合C,安信远见成长混合A,安信远见成长混合C,安信灵活配置混合",1593,96.41,120.59
2582,2583,30279403,周晶,80000235,银华基金,"001703,014364,180003","银华沪港深增长股票A,银华沪港深增长股票C,银华-道琼斯88指数",3077,17.85,69.0
2583,2584,30580367,詹佳,80048088,光大保德信基金管理,"001464,001823,002472,003105,003106,003109,003110,009440,009441,012744,012758,012770,013350,014214,014215,360016","光大鼎鑫混合A,光大鼎鑫混合C,光大先进服务业混合A,光大永鑫混合A,光大永鑫混合C,光大安和债券A,光大安和债券C,光大裕鑫混合A,光大裕鑫混合C,光大品质生活混合A,光大品质生活混合C,光大保德信创新生活混合,光大先进服务业混合C,光大核心资产混合A,光大核心资产混合C,光大行业轮动混合",1434,62.09,71.27
2584,2585,30571521,张捷,80000239,长城基金,200016,长城稳健成长灵活配置混合,1524,0.83,49.12
2585,2586,30559048,张静,80000223,嘉实基金,"005156,005157,007188,010277,010866,012508,012512,013539","嘉实领航资产配置混合A,嘉实领航资产配置混合C,嘉实养老2050混合(FOF),嘉实民安添岁稳健养老一年持有期混合(FOF),嘉实福康稳健养老一年持有混合(FOF),嘉实安康稳健养老目标一年持有期混合(FOF),嘉实养老2045五年持有期混合(FOF),嘉实悦康养老一年持有混合(FOF)",1656,48.04,21.63
2586,2587,30588209,张锦,80000226,博时基金,"010194,010195,012084,012085","博时睿祥15个月定开混合A,博时睿祥15个月定开混合C,博时睿弘一年定开混合A,博时睿弘一年定开混合C",1366,2.2,-17.51
2587,2588,30581239,赵健,80523667,华泰保兴,"005169,005170,005522,006385,006386","华泰保兴策略精选A,华泰保兴策略精选C,华泰保兴吉年福定开混合,华泰保兴研究智选A,华泰保兴研究智选C",1428,4.79,73.37
2588,2589,30700109,赵剑,80053708,汇添富基金,"000696,013147,013148,014522,014523","汇添富环保行业股票,汇添富碳中和主题混合A,汇添富碳中和主题混合C,汇添富低碳投资一年持有混合A,汇添富低碳投资一年持有混合C",720,85.06,66.98
2589,2590,30682382,钟俊,80161341,财通基金,"009062,009063,501001","财通智慧成长混合A,财通智慧成长混合C,财通多策略精选混合(LOF)",738,5.3,-9.32
2590,2591,30700489,朱佳,80000220,南方基金,"006491,006492,006493,006494,006961,006962,008256,008257,008626,008627,009615,009616,013592,013593,013594,014430,014458,014459","南方1-3年国开债A,南方1-3年国开债C,南方3-5年农发债A,南方3-5年农发债C,南方7-10年国开债A,南方7-10年国开债C,南方1-5年国开债A,南方1-5年国开债C,南方0-5年江苏城投债A,南方0-5年江苏城投债C,南方0-2年国开债A,南方0-2年国开债C,南方中债1-3年国开行债券指数E,南方3-5年农发债E,南方7-10年国开债E,南方中证同业存单AAA指数7天持有,南方0-2年国开债E,南方1-5年国开债E",718,260.27,6.86
2591,2592,30668461,郑军,80000069,东海证券,"970048,970083","东海海睿致远灵活配置混合,东海证券海盈6个月持有期混合",295,0.68,-11.67
2592,2593,30724385,邹建,80000225,大成基金,"008934,008935,009798,160921,160926","大成科技消费股票A,大成科技消费股票C,大成创业板两年定开混合C,大成多策略混合(LOF),大成创业板两年定开混合A",469,48.73,-12.07
2593,2594,30725508,章俊,80046614,中海基金,"000003,000004,005252,013581,013582,393001,398041,399001","中海可转债债券A,中海可转债债券C,中海添瑞定开混合,中海海颐混合A,中海海颐混合C,中海优势精选灵活配置混合,中海量化策略混合,中海上证50指数增强",444,10.06,5.04
2594,2595,30724621,镇嘉,80000247,泰信基金,"013057,013058,290003,290007,291007","泰信汇享利率债债券A,泰信汇享利率债债券C,泰信双息双利债券,泰信债券增强收益A,泰信债券增强收益C",463,8.35,12.48
2595,2596,30731873,邹杰,80365985,北信瑞丰,"001154,001866","北信瑞丰平安中国,北信瑞丰新成长",369,2.13,-5.16
2596,2597,30736219,臧洁,80381452,中泰证券(上海)资管,"007057,007058,007582,007583,014137,014138","中泰蓝月短债A,中泰蓝月短债C,中泰青月中短债A,中泰青月中短债C,中泰安睿债券A,中泰安睿债券C",322,43.33,3.26
2597,2598,30726693,章俊,80280038,前海开源基金,"002666,002667,003218,003219,004680,006190","前海开源沪港深创新成长混合A,前海开源沪港深创新成长混合C,前海开源祥和债券A,前海开源祥和债券C,前海开源裕瑞混合A,前海开源裕瑞混合C",424,38.0,17.25
